Plobata010000001.1_cds_CAH3032177.1_1	Plobata00000001
Plobata010000337.1_cds_CAH3182920.1_38523	Plobata00027618
Plobata010000337.1_cds_CAH3182921.1_38524	Plobata00027620
Plobata010000337.1_cds_CAH3182922.1_38525	Plobata00027621
Plobata010000337.1_cds_CAH3182923.1_38526	Plobata00027622
Plobata010000337.1_cds_CAH3182924.1_38527	Plobata00027623
Plobata010000337.1_cds_CAH3182925.1_38528	Plobata00027624
Plobata010000337.1_cds_CAH3182926.1_38529	Plobata00027625
Plobata010000337.1_cds_CAH3182927.1_38530	Plobata00027628
Plobata010000337.1_cds_CAH3182928.1_38531	Plobata00027629
Plobata010000337.1_cds_CAH3182929.1_38532	Plobata00027630
Plobata010000337.1_cds_CAH3182930.1_38533	Plobata00027631
Plobata010000337.1_cds_CAH3182931.1_38534	Plobata00027632
Plobata010000337.1_cds_CAH3182932.1_38535	Plobata00027633
Plobata010000337.1_cds_CAH3182933.1_38536	Plobata00027636
Plobata010000337.1_cds_CAH3182934.1_38537	Plobata00027637
Plobata010000337.1_cds_CAH3182936.1_38538	Plobata00027638
Plobata010000337.1_cds_CAH3182938.1_38539	Plobata00027639
Plobata010000338.1_cds_CAH3182947.1_38540	Plobata00027642
Plobata010000338.1_cds_CAH3182948.1_38541	Plobata00027643
Plobata010000338.1_cds_CAH3182949.1_38542	Plobata00027644
Plobata010000338.1_cds_CAH3182950.1_38543	Plobata00027645
Plobata010000338.1_cds_CAH3182951.1_38544	Plobata00027647
Plobata010000338.1_cds_CAH3182952.1_38545	Plobata00027648
Plobata010000338.1_cds_CAH3182953.1_38546	Plobata00027649
Plobata010000338.1_cds_CAH3182954.1_38547	Plobata00027650
Plobata010000338.1_cds_CAH3182955.1_38548	Plobata00027651
Plobata010000338.1_cds_CAH3182956.1_38549	Plobata00027652
Plobata010000338.1_cds_CAH3182957.1_38550	Plobata00027653
Plobata010000338.1_cds_CAH3182959.1_38551	Plobata00027654
Plobata010000338.1_cds_CAH3182961.1_38552	Plobata00027656
Plobata010000338.1_cds_CAH3182963.1_38553	Plobata00027657
Plobata010000338.1_cds_CAH3182965.1_38554	Plobata00027658
Plobata010000338.1_cds_CAH3182967.1_38555	Plobata00027660
Plobata010000338.1_cds_CAH3182969.1_38556	Plobata00027661
Plobata010000338.1_cds_CAH3182971.1_38557	Plobata00027662
Plobata010000338.1_cds_CAH3182973.1_38558	Plobata00027665
Plobata010000338.1_cds_CAH3182974.1_38559	Plobata00027666
Plobata010000338.1_cds_CAH3182975.1_38560	Plobata00027668
Plobata010000339.1_cds_CAH3182980.1_38561	Plobata00027670
Plobata010000339.1_cds_CAH3182981.1_38562	Plobata00027669
Plobata010000339.1_cds_CAH3182982.1_38563	Plobata00027683
Plobata010000339.1_cds_CAH3182983.1_38564	Plobata00027686
Plobata010000339.1_cds_CAH3182984.1_38565	Plobata00027687
Plobata010000339.1_cds_CAH3182985.1_38566	Plobata00027672
Plobata010000339.1_cds_CAH3182986.1_38567	Plobata00027675
Plobata010000339.1_cds_CAH3182987.1_38568	Plobata00027676
Plobata010000339.1_cds_CAH3182988.1_38569	Plobata00027677
Plobata010000339.1_cds_CAH3182990.1_38570	Plobata00027678
Plobata010000339.1_cds_CAH3182992.1_38571	Plobata00027679
Plobata010000339.1_cds_CAH3182994.1_38572	Plobata00027680
Plobata010000339.1_cds_CAH3182996.1_38573	Plobata00027681
Plobata010000339.1_cds_CAH3182998.1_38574	Plobata00027682
Plobata010000339.1_cds_CAH3183000.1_38575	Plobata00027685
Plobata010000340.1_cds_CAH3183004.1_38576	Plobata00027961
Plobata010000340.1_cds_CAH3183006.1_38577	Plobata00027970
Plobata010000340.1_cds_CAH3183008.1_38578	Plobata00027976
Plobata010000340.1_cds_CAH3183010.1_38579	Plobata00027987
Plobata010000340.1_cds_CAH3183012.1_38580	Plobata00027962
Plobata010000340.1_cds_CAH3183014.1_38581	Plobata00027963
Plobata010000340.1_cds_CAH3183015.1_38582	Plobata00027964
Plobata010000340.1_cds_CAH3183016.1_38583	Plobata00027965
Plobata010000340.1_cds_CAH3183017.1_38584	Plobata00027966
Plobata010000340.1_cds_CAH3183018.1_38585	Plobata00027969
Plobata010000340.1_cds_CAH3183019.1_38586	Plobata00027971
Plobata010000340.1_cds_CAH3183020.1_38587	Plobata00027972
Plobata010000340.1_cds_CAH3183021.1_38588	Plobata00027973
Plobata010000340.1_cds_CAH3183022.1_38589	Plobata00027974
Plobata010000340.1_cds_CAH3183023.1_38590	Plobata00027975
Plobata010000340.1_cds_CAH3183024.1_38591	Plobata00027979
Plobata010000340.1_cds_CAH3183025.1_38592	Plobata00027982
Plobata010000340.1_cds_CAH3183026.1_38593	Plobata00027983
Plobata010000340.1_cds_CAH3183027.1_38594	Plobata00027984
Plobata010000340.1_cds_CAH3183028.1_38595	Plobata00027985
Plobata010000340.1_cds_CAH3183029.1_38596	Plobata00027986
Plobata010000341.1_cds_CAH3183038.1_38597	Plobata00027991
Plobata010000341.1_cds_CAH3183040.1_38598	Plobata00027996
Plobata010000341.1_cds_CAH3183041.1_38599	Plobata00028004
Plobata010000341.1_cds_CAH3183042.1_38600	Plobata00028011
Plobata010000341.1_cds_CAH3183043.1_38601	Plobata00027988
Plobata010000341.1_cds_CAH3183044.1_38602	Plobata00027989
Plobata010000341.1_cds_CAH3183045.1_38603	Plobata00027990
Plobata010000341.1_cds_CAH3183046.1_38604	Plobata00027992
Plobata010000341.1_cds_CAH3183047.1_38605	Plobata00027993
Plobata010000341.1_cds_CAH3183048.1_38606	Plobata00027994
Plobata010000341.1_cds_CAH3183049.1_38607	Plobata00027997
Plobata010000341.1_cds_CAH3183050.1_38608	Plobata00027998
Plobata010000341.1_cds_CAH3183051.1_38609	Plobata00027999
Plobata010000341.1_cds_CAH3183052.1_38610	Plobata00028000
Plobata010000341.1_cds_CAH3183053.1_38611	Plobata00028001
Plobata010000341.1_cds_CAH3183054.1_38612	Plobata00028002
Plobata010000341.1_cds_CAH3183055.1_38613	Plobata00028003
Plobata010000341.1_cds_CAH3183056.1_38614	Plobata00028005
Plobata010000341.1_cds_CAH3183058.1_38615	Plobata00028007
Plobata010000341.1_cds_CAH3183060.1_38616	Plobata00028009
Plobata010000341.1_cds_CAH3183062.1_38617	Plobata00028010
Plobata010000341.1_cds_CAH3183064.1_38618	Plobata00028012
Plobata010000341.1_cds_CAH3183066.1_38619	Plobata00028013
Plobata010000341.1_cds_CAH3183067.1_38620	Plobata00028014
Plobata010000341.1_cds_CAH3183068.1_38621	Plobata00028015
Plobata010000341.1_cds_CAH3183069.1_38622	Plobata00028017
Plobata010000341.1_cds_CAH3183070.1_38623	Plobata00028018
Plobata010000341.1_cds_CAH3183071.1_38624	Plobata00028019
Plobata010000342.1_cds_CAH3183077.1_38625	Plobata00028031
Plobata010000342.1_cds_CAH3183079.1_38626	Plobata00028040
Plobata010000342.1_cds_CAH3183081.1_38627	Plobata00028020
Plobata010000342.1_cds_CAH3183082.1_38628	Plobata00028022
Plobata010000342.1_cds_CAH3183083.1_38629	Plobata00028027
Plobata010000342.1_cds_CAH3183084.1_38630	Plobata00028029
Plobata010000342.1_cds_CAH3183085.1_38631	Plobata00028035
Plobata010000342.1_cds_CAH3183086.1_38632	Plobata00028036
Plobata010000342.1_cds_CAH3183087.1_38633	Plobata00028037
Plobata010000342.1_cds_CAH3183088.1_38634	Plobata00028038
Plobata010000342.1_cds_CAH3183089.1_38635	Plobata00028039
Plobata010000342.1_cds_CAH3183090.1_38636	Plobata00028042
Plobata010000342.1_cds_CAH3183091.1_38637	Plobata00028043
Plobata010000342.1_cds_CAH3183092.1_38638	Plobata00028044
Plobata010000342.1_cds_CAH3183093.1_38639	Plobata00028045
Plobata010000342.1_cds_CAH3183094.1_38640	Plobata00028046
Plobata010000342.1_cds_CAH3183095.1_38641	Plobata00028047
Plobata010000342.1_cds_CAH3183096.1_38642	Plobata00028048
Plobata010000342.1_cds_CAH3183097.1_38643	Plobata00028049
Plobata010000343.1_cds_CAH3183106.1_38644	Plobata00028053
Plobata010000343.1_cds_CAH3183108.1_38645	Plobata00028056
Plobata010000343.1_cds_CAH3183109.1_38646	Plobata00028060
Plobata010000343.1_cds_CAH3183110.1_38647	Plobata00028066
Plobata010000343.1_cds_CAH3183111.1_38648	Plobata00028050
Plobata010000343.1_cds_CAH3183112.1_38649	Plobata00028052
Plobata010000343.1_cds_CAH3183113.1_38650	Plobata00028054
Plobata010000343.1_cds_CAH3183114.1_38651	Plobata00028057
Plobata010000343.1_cds_CAH3183115.1_38652	Plobata00028059
Plobata010000343.1_cds_CAH3183116.1_38653	Plobata00028062
Plobata010000343.1_cds_CAH3183117.1_38654	Plobata00028063
Plobata010000343.1_cds_CAH3183118.1_38655	Plobata00028064
Plobata010000343.1_cds_CAH3183119.1_38656	Plobata00028065
Plobata010000343.1_cds_CAH3183120.1_38657	Plobata00028067
Plobata010000343.1_cds_CAH3183121.1_38658	Plobata00028068
Plobata010000343.1_cds_CAH3183122.1_38659	Plobata00028069
Plobata010000343.1_cds_CAH3183123.1_38660	Plobata00028072
Plobata010000343.1_cds_CAH3183124.1_38661	Plobata00028073
Plobata010000344.1_cds_CAH3183134.1_38662	Plobata00028107
Plobata010000344.1_cds_CAH3183135.1_38663	Plobata00028102
Plobata010000344.1_cds_CAH3183136.1_38664	Plobata00028103
Plobata010000344.1_cds_CAH3183137.1_38665	Plobata00028104
Plobata010000344.1_cds_CAH3183138.1_38666	Plobata00028105
Plobata010000344.1_cds_CAH3183139.1_38667	Plobata00028106
Plobata010000344.1_cds_CAH3183140.1_38668	Plobata00028108
Plobata010000344.1_cds_CAH3183141.1_38669	Plobata00028110
Plobata010000344.1_cds_CAH3183142.1_38670	Plobata00028111
Plobata010000344.1_cds_CAH3183143.1_38671	Plobata00028109
Plobata010000344.1_cds_CAH3183144.1_38672	Plobata00028112
Plobata010000344.1_cds_CAH3183145.1_38673	Plobata00028113
Plobata010000344.1_cds_CAH3183146.1_38674	Plobata00028114
Plobata010000344.1_cds_CAH3183147.1_38675	Plobata00028115
Plobata010000344.1_cds_CAH3183148.1_38676	Plobata00028116
Plobata010000345.1_cds_CAH3183158.1_38677	Plobata00028100
Plobata010000345.1_cds_CAH3183159.1_38678	Plobata00028082
Plobata010000345.1_cds_CAH3183160.1_38679	Plobata00028083
Plobata010000345.1_cds_CAH3183161.1_38680	Plobata00028087
Plobata010000345.1_cds_CAH3183162.1_38681	Plobata00028088
Plobata010000345.1_cds_CAH3183163.1_38682	Plobata00028089
Plobata010000345.1_cds_CAH3183164.1_38683	Plobata00028090
Plobata010000345.1_cds_CAH3183165.1_38684	Plobata00028092
Plobata010000345.1_cds_CAH3183166.1_38685	Plobata00028093
Plobata010000345.1_cds_CAH3183167.1_38686	Plobata00028094
Plobata010000345.1_cds_CAH3183168.1_38687	Plobata00028095
Plobata010000345.1_cds_CAH3183169.1_38688	Plobata00028096
Plobata010000345.1_cds_CAH3183170.1_38689	Plobata00028097
Plobata010000345.1_cds_CAH3183171.1_38690	Plobata00028098
Plobata010000345.1_cds_CAH3183173.1_38691	Plobata00028099
Plobata010000345.1_cds_CAH3183175.1_38692	Plobata00028101
Plobata010000345.1_cds_CAH3183177.1_38693	Plobata00028077
Plobata010000345.1_cds_CAH3183179.1_38694	Plobata00028078
Plobata010000345.1_cds_CAH3183180.1_38695	Plobata00028079
Plobata010000345.1_cds_CAH3183181.1_38696	Plobata00028080
Plobata010000345.1_cds_CAH3183182.1_38697	Plobata00028081
Plobata010000346.1_cds_CAH3183190.1_38698	Plobata00028118
Plobata010000346.1_cds_CAH3183191.1_38699	Plobata00028137
Plobata010000346.1_cds_CAH3183192.1_38700	Plobata00028140
Plobata010000346.1_cds_CAH3183193.1_38701	Plobata00028141
Plobata010000346.1_cds_CAH3183194.1_38702	Plobata00028135
Plobata010000346.1_cds_CAH3183195.1_38703	Plobata00028131
Plobata010000346.1_cds_CAH3183196.1_38704	Plobata00028136
Plobata010000346.1_cds_CAH3183197.1_38705	Plobata00028139
Plobata010000346.1_cds_CAH3183198.1_38706	Plobata00028138
Plobata010000346.1_cds_CAH3183199.1_38707	Plobata00028143
Plobata010000346.1_cds_CAH3183200.1_38708	Plobata00028144
Plobata010000346.1_cds_CAH3183201.1_38709	Plobata00028120
Plobata010000346.1_cds_CAH3183202.1_38710	Plobata00028121
Plobata010000346.1_cds_CAH3183203.1_38711	Plobata00028122
Plobata010000346.1_cds_CAH3183204.1_38712	Plobata00028123
Plobata010000346.1_cds_CAH3183206.1_38713	Plobata00028124
Plobata010000346.1_cds_CAH3183208.1_38714	Plobata00028126
Plobata010000346.1_cds_CAH3183210.1_38715	Plobata00028127
Plobata010000346.1_cds_CAH3183212.1_38716	Plobata00028128
Plobata010000346.1_cds_CAH3183214.1_38717	Plobata00028129
Plobata010000346.1_cds_CAH3183215.1_38718	Plobata00028132
Plobata010000346.1_cds_CAH3183216.1_38719	Plobata00028133
Plobata010000346.1_cds_CAH3183217.1_38720	Plobata00028134
Plobata010000347.1_cds_CAH3183227.1_38721	Plobata00028159
Plobata010000347.1_cds_CAH3183228.1_38722	Plobata00028147
Plobata010000347.1_cds_CAH3183229.1_38723	Plobata00028148
Plobata010000347.1_cds_CAH3183230.1_38724	Plobata00028150
Plobata010000347.1_cds_CAH3183231.1_38725	Plobata00028151
Plobata010000347.1_cds_CAH3183232.1_38726	Plobata00028152
Plobata010000347.1_cds_CAH3183233.1_38727	Plobata00028153
Plobata010000347.1_cds_CAH3183234.1_38728	Plobata00028154
Plobata010000347.1_cds_CAH3183235.1_38729	Plobata00028155
Plobata010000347.1_cds_CAH3183237.1_38730	Plobata00028157
Plobata010000347.1_cds_CAH3183239.1_38731	Plobata00028158
Plobata010000347.1_cds_CAH3183241.1_38732	Plobata00028160
Plobata010000347.1_cds_CAH3183243.1_38733	Plobata00028161
Plobata010000347.1_cds_CAH3183244.1_38734	Plobata00028162
Plobata010000347.1_cds_CAH3183245.1_38735	Plobata00028164
Plobata010000347.1_cds_CAH3183246.1_38736	Plobata00028165
Plobata010000348.1_cds_CAH3183256.1_38737	Plobata00028171
Plobata010000348.1_cds_CAH3183257.1_38738	Plobata00028180
Plobata010000348.1_cds_CAH3183258.1_38739	Plobata00028185
Plobata010000348.1_cds_CAH3183259.1_38740	Plobata00028166
Plobata010000348.1_cds_CAH3183260.1_38741	Plobata00028167
Plobata010000348.1_cds_CAH3183261.1_38742	Plobata00028168
Plobata010000348.1_cds_CAH3183262.1_38743	Plobata00028169
Plobata010000348.1_cds_CAH3183263.1_38744	Plobata00028173
Plobata010000348.1_cds_CAH3183264.1_38745	Plobata00028175
Plobata010000348.1_cds_CAH3183265.1_38746	Plobata00028179
Plobata010000348.1_cds_CAH3183266.1_38747	Plobata00028183
Plobata010000348.1_cds_CAH3183267.1_38748	Plobata00028187
Plobata010000348.1_cds_CAH3183268.1_38749	Plobata00028188
Plobata010000348.1_cds_CAH3183269.1_38750	Plobata00028189
Plobata010000349.1_cds_CAH3183276.1_38751	Plobata00028190
Plobata010000349.1_cds_CAH3183278.1_38752	Plobata00028196
Plobata010000349.1_cds_CAH3183280.1_38753	Plobata00028203
Plobata010000349.1_cds_CAH3183282.1_38754	Plobata00028192
Plobata010000349.1_cds_CAH3183284.1_38755	Plobata00028193
Plobata010000349.1_cds_CAH3183286.1_38756	Plobata00028194
Plobata010000349.1_cds_CAH3183288.1_38757	Plobata00028195
Plobata010000349.1_cds_CAH3183290.1_38758	Plobata00028197
Plobata010000349.1_cds_CAH3183292.1_38759	Plobata00028198
Plobata010000349.1_cds_CAH3183293.1_38760	Plobata00028199
Plobata010000349.1_cds_CAH3183294.1_38761	Plobata00028202
Plobata010000349.1_cds_CAH3183295.1_38762	Plobata00028205
Plobata010000349.1_cds_CAH3183296.1_38763	Plobata00028206
Plobata010000349.1_cds_CAH3183297.1_38764	Plobata00028204
Plobata010000349.1_cds_CAH3183298.1_38765	Plobata00028208
Plobata010000349.1_cds_CAH3183299.1_38766	Plobata00028209
Plobata010000349.1_cds_CAH3183300.1_38767	Plobata00028211
Plobata010000349.1_cds_CAH3183301.1_38768	Plobata00028212
Plobata010000349.1_cds_CAH3183302.1_38769	Plobata00028213
Plobata010000349.1_cds_CAH3183303.1_38770	Plobata00028214
Plobata010000349.1_cds_CAH3183304.1_38771	Plobata00028215
Plobata010000349.1_cds_CAH3183305.1_38772	Plobata00028216
Plobata010000349.1_cds_CAH3183306.1_38773	Plobata00028217
Plobata010000349.1_cds_CAH3183307.1_38774	Plobata00028191
Plobata010000350.1_cds_CAH3183319.1_38775	Plobata00028478
Plobata010000350.1_cds_CAH3183320.1_38776	Plobata00028482
Plobata010000350.1_cds_CAH3183321.1_38777	Plobata00028495
Plobata010000350.1_cds_CAH3183322.1_38778	Plobata00028496
Plobata010000350.1_cds_CAH3183323.1_38779	Plobata00028470
Plobata010000350.1_cds_CAH3183324.1_38780	Plobata00028471
Plobata010000350.1_cds_CAH3183325.1_38781	Plobata00028472
Plobata010000350.1_cds_CAH3183326.1_38782	Plobata00028473
Plobata010000350.1_cds_CAH3183327.1_38783	Plobata00028475
Plobata010000350.1_cds_CAH3183328.1_38784	Plobata00028476
Plobata010000350.1_cds_CAH3183329.1_38785	Plobata00028477
Plobata010000350.1_cds_CAH3183330.1_38786	Plobata00028479
Plobata010000350.1_cds_CAH3183331.1_38787	Plobata00028480
Plobata010000350.1_cds_CAH3183332.1_38788	Plobata00028481
Plobata010000350.1_cds_CAH3183333.1_38789	Plobata00028483
Plobata010000350.1_cds_CAH3183334.1_38790	Plobata00028485
Plobata010000350.1_cds_CAH3183335.1_38791	Plobata00028486
Plobata010000350.1_cds_CAH3183336.1_38792	Plobata00028487
Plobata010000350.1_cds_CAH3183337.1_38793	Plobata00028488
Plobata010000350.1_cds_CAH3183339.1_38794	Plobata00028489
Plobata010000350.1_cds_CAH3183341.1_38795	Plobata00028490
Plobata010000350.1_cds_CAH3183343.1_38796	Plobata00028491
Plobata010000350.1_cds_CAH3183345.1_38797	Plobata00028492
Plobata010000350.1_cds_CAH3183347.1_38798	Plobata00028493
Plobata010000351.1_cds_CAH3183357.1_38799	Plobata00028505
Plobata010000351.1_cds_CAH3183358.1_38800	Plobata00028501
Plobata010000351.1_cds_CAH3183359.1_38801	Plobata00028502
Plobata010000351.1_cds_CAH3183360.1_38802	Plobata00028506
Plobata010000351.1_cds_CAH3183361.1_38803	Plobata00028507
Plobata010000351.1_cds_CAH3183362.1_38804	Plobata00028508
Plobata010000351.1_cds_CAH3183363.1_38805	Plobata00028509
Plobata010000351.1_cds_CAH3183364.1_38806	Plobata00028510
Plobata010000351.1_cds_CAH3183365.1_38807	Plobata00028511
Plobata010000351.1_cds_CAH3183366.1_38808	Plobata00028512
Plobata010000351.1_cds_CAH3183367.1_38809	Plobata00028513
Plobata010000351.1_cds_CAH3183368.1_38810	Plobata00028514
Plobata010000351.1_cds_CAH3183369.1_38811	Plobata00028516
Plobata010000351.1_cds_CAH3183370.1_38812	Plobata00028518
Plobata010000351.1_cds_CAH3183372.1_38813	Plobata00028519
Plobata010000351.1_cds_CAH3183374.1_38814	Plobata00028520
Plobata010000351.1_cds_CAH3183376.1_38815	Plobata00028522
Plobata010000351.1_cds_CAH3183378.1_38816	Plobata00028497
Plobata010000351.1_cds_CAH3183380.1_38817	Plobata00028499
Plobata010000351.1_cds_CAH3183382.1_38818	Plobata00028498
Plobata010000351.1_cds_CAH3183384.1_38819	Plobata00028500
Plobata010000352.1_cds_CAH3183391.1_38820	Plobata00028524
Plobata010000352.1_cds_CAH3183392.1_38821	Plobata00028543
Plobata010000352.1_cds_CAH3183393.1_38822	Plobata00028523
Plobata010000352.1_cds_CAH3183394.1_38823	Plobata00028525
Plobata010000352.1_cds_CAH3183395.1_38824	Plobata00028526
Plobata010000352.1_cds_CAH3183396.1_38825	Plobata00028527
Plobata010000352.1_cds_CAH3183397.1_38826	Plobata00028528
Plobata010000352.1_cds_CAH3183398.1_38827	Plobata00028530
Plobata010000352.1_cds_CAH3183399.1_38828	Plobata00028531
Plobata010000352.1_cds_CAH3183400.1_38829	Plobata00028532
Plobata010000352.1_cds_CAH3183401.1_38830	Plobata00028533
Plobata010000352.1_cds_CAH3183402.1_38831	Plobata00028534
Plobata010000352.1_cds_CAH3183403.1_38832	Plobata00028535
Plobata010000352.1_cds_CAH3183404.1_38833	Plobata00028536
Plobata010000352.1_cds_CAH3183405.1_38834	Plobata00028538
Plobata010000352.1_cds_CAH3183407.1_38835	Plobata00028541
Plobata010000352.1_cds_CAH3183409.1_38836	Plobata00028540
Plobata010000352.1_cds_CAH3183411.1_38837	Plobata00028542
Plobata010000352.1_cds_CAH3183413.1_38838	Plobata00028544
Plobata010000352.1_cds_CAH3183415.1_38839	Plobata00028545
Plobata010000352.1_cds_CAH3183417.1_38840	Plobata00028546
Plobata010000352.1_cds_CAH3183419.1_38841	Plobata00028547
Plobata010000352.1_cds_CAH3183421.1_38842	Plobata00028548
Plobata010000352.1_cds_CAH3183423.1_38843	Plobata00028549
Plobata010000352.1_cds_CAH3183424.1_38844	Plobata00028550
Plobata010000353.1_cds_CAH3183428.1_38845	Plobata00028558
Plobata010000353.1_cds_CAH3183429.1_38846	Plobata00028562
Plobata010000353.1_cds_CAH3183430.1_38847	Plobata00028566
Plobata010000353.1_cds_CAH3183431.1_38848	Plobata00028552
Plobata010000353.1_cds_CAH3183432.1_38849	Plobata00028555
Plobata010000353.1_cds_CAH3183433.1_38850	Plobata00028554
Plobata010000353.1_cds_CAH3183435.1_38851	Plobata00028557
Plobata010000353.1_cds_CAH3183437.1_38852	Plobata00028559
Plobata010000353.1_cds_CAH3183439.1_38853	Plobata00028560
Plobata010000353.1_cds_CAH3183441.1_38854	Plobata00028561
Plobata010000353.1_cds_CAH3183443.1_38855	Plobata00028563
Plobata010000353.1_cds_CAH3183445.1_38856	Plobata00028564
Plobata010000353.1_cds_CAH3183447.1_38857	Plobata00028565
Plobata010000353.1_cds_CAH3183449.1_38858	Plobata00028568
Plobata010000353.1_cds_CAH3183450.1_38859	Plobata00028569
Plobata010000353.1_cds_CAH3183451.1_38860	Plobata00028570
Plobata010000354.1_cds_CAH3183459.1_38861	Plobata00028571
Plobata010000354.1_cds_CAH3183460.1_38862	Plobata00028591
Plobata010000354.1_cds_CAH3183461.1_38863	Plobata00028572
Plobata010000354.1_cds_CAH3183462.1_38864	Plobata00028574
Plobata010000354.1_cds_CAH3183463.1_38865	Plobata00028575
Plobata010000354.1_cds_CAH3183464.1_38866	Plobata00028576
Plobata010000354.1_cds_CAH3183465.1_38867	Plobata00028577
Plobata010000354.1_cds_CAH3183466.1_38868	Plobata00028578
Plobata010000354.1_cds_CAH3183467.1_38869	Plobata00028579
Plobata010000354.1_cds_CAH3183468.1_38870	Plobata00028582
Plobata010000354.1_cds_CAH3183469.1_38871	Plobata00028583
Plobata010000354.1_cds_CAH3183470.1_38872	Plobata00028584
Plobata010000354.1_cds_CAH3183471.1_38873	Plobata00028585
Plobata010000354.1_cds_CAH3183472.1_38874	Plobata00028586
Plobata010000354.1_cds_CAH3183473.1_38875	Plobata00028587
Plobata010000354.1_cds_CAH3183474.1_38876	Plobata00028588
Plobata010000354.1_cds_CAH3183476.1_38877	Plobata00028589
Plobata010000354.1_cds_CAH3183478.1_38878	Plobata00028590
Plobata010000354.1_cds_CAH3183480.1_38879	Plobata00028592
Plobata010000354.1_cds_CAH3183482.1_38880	Plobata00028593
Plobata010000354.1_cds_CAH3183484.1_38881	Plobata00028594
Plobata010000354.1_cds_CAH3183486.1_38882	Plobata00028595
Plobata010000354.1_cds_CAH3183488.1_38883	Plobata00028597
Plobata010000354.1_cds_CAH3183489.1_38884	Plobata00028598
Plobata010000354.1_cds_CAH3183490.1_38885	Plobata00028599
Plobata010000354.1_cds_CAH3183491.1_38886	Plobata00028600
Plobata010000354.1_cds_CAH3183492.1_38887	Plobata00028601
Plobata010000355.1_cds_CAH3183501.1_38888	Plobata00028603
Plobata010000355.1_cds_CAH3183502.1_38889	Plobata00028604
Plobata010000355.1_cds_CAH3183503.1_38890	Plobata00028609
Plobata010000355.1_cds_CAH3183504.1_38891	Plobata00028610
Plobata010000355.1_cds_CAH3183505.1_38892	Plobata00028626
Plobata010000355.1_cds_CAH3183507.1_38893	Plobata00028602
Plobata010000355.1_cds_CAH3183510.1_38894	Plobata00028628
Plobata010000355.1_cds_CAH3183512.1_38895	Plobata00028605
Plobata010000355.1_cds_CAH3183514.1_38896	Plobata00028607
Plobata010000355.1_cds_CAH3183516.1_38897	Plobata00028611
Plobata010000355.1_cds_CAH3183518.1_38898	Plobata00028613
Plobata010000355.1_cds_CAH3183520.1_38899	Plobata00028614
Plobata010000355.1_cds_CAH3183521.1_38900	Plobata00028615
Plobata010000355.1_cds_CAH3183522.1_38901	Plobata00028616
Plobata010000355.1_cds_CAH3183523.1_38902	Plobata00028617
Plobata010000355.1_cds_CAH3183524.1_38903	Plobata00028618
Plobata010000355.1_cds_CAH3183525.1_38904	Plobata00028619
Plobata010000355.1_cds_CAH3183526.1_38905	Plobata00028620
Plobata010000355.1_cds_CAH3183527.1_38906	Plobata00028622
Plobata010000355.1_cds_CAH3183528.1_38907	Plobata00028623
Plobata010000355.1_cds_CAH3183529.1_38908	Plobata00028624
Plobata010000355.1_cds_CAH3183530.1_38909	Plobata00028625
Plobata010000355.1_cds_CAH3183531.1_38910	Plobata00028629
Plobata010000356.1_cds_CAH3183538.1_38911	Plobata00028630
Plobata010000356.1_cds_CAH3183539.1_38912	Plobata00028635
Plobata010000356.1_cds_CAH3183540.1_38913	Plobata00028636
Plobata010000356.1_cds_CAH3183541.1_38914	Plobata00028631
Plobata010000356.1_cds_CAH3183542.1_38915	Plobata00028637
Plobata010000356.1_cds_CAH3183543.1_38916	Plobata00028638
Plobata010000356.1_cds_CAH3183544.1_38917	Plobata00028639
Plobata010000356.1_cds_CAH3183545.1_38918	Plobata00028640
Plobata010000356.1_cds_CAH3183546.1_38919	Plobata00028641
Plobata010000356.1_cds_CAH3183547.1_38920	Plobata00028642
Plobata010000356.1_cds_CAH3183548.1_38921	Plobata00028643
Plobata010000356.1_cds_CAH3183549.1_38922	Plobata00028644
Plobata010000356.1_cds_CAH3183551.1_38923	Plobata00028645
Plobata010000356.1_cds_CAH3183553.1_38924	Plobata00028646
Plobata010000356.1_cds_CAH3183555.1_38925	Plobata00028647
Plobata010000356.1_cds_CAH3183557.1_38926	Plobata00028648
Plobata010000356.1_cds_CAH3183559.1_38927	Plobata00028649
Plobata010000356.1_cds_CAH3183561.1_38928	Plobata00028650
Plobata010000356.1_cds_CAH3183563.1_38929	Plobata00028651
Plobata010000356.1_cds_CAH3183565.1_38930	Plobata00028652
Plobata010000357.1_cds_CAH3183571.1_38931	Plobata00028659
Plobata010000357.1_cds_CAH3183572.1_38932	Plobata00028660
Plobata010000357.1_cds_CAH3183573.1_38933	Plobata00028661
Plobata010000357.1_cds_CAH3183574.1_38934	Plobata00028654
Plobata010000357.1_cds_CAH3183575.1_38935	Plobata00028657
Plobata010000358.1_cds_CAH3183583.1_38936	Plobata00028685
Plobata010000358.1_cds_CAH3183584.1_38937	Plobata00028690
Plobata010000358.1_cds_CAH3183585.1_38938	Plobata00028680
Plobata010000358.1_cds_CAH3183586.1_38939	Plobata00028681
Plobata010000358.1_cds_CAH3183587.1_38940	Plobata00028682
Plobata010000358.1_cds_CAH3183588.1_38941	Plobata00028683
Plobata010000358.1_cds_CAH3183589.1_38942	Plobata00028686
Plobata010000358.1_cds_CAH3183590.1_38943	Plobata00028687
Plobata010000358.1_cds_CAH3183591.1_38944	Plobata00028689
Plobata010000358.1_cds_CAH3183592.1_38945	Plobata00028692
